142.25 ,177.31 ,145.54 ,182.37 ,145.63 ,279.89 ,175.44 ,164.00 ,96.48 ,141.94 ,70.15 ,93.79 ,174.47 ,131.98 ,191.80 ,75.30 ,218.21 ,220.32 ,187.84 ,156.32 ,145.89 ,140.22 ,135.76 ,129.42 ,114.38 ,125.22 ,114.56 ,103.44 ,97.34 ,89.47 ,86.86 ,89.72 ,79.88 ,74.54 ,75.39 ,77.45 ,76.71 ,76.94 ,81.36 ,78.19 ,79.92 ,86.02 ,88.58 ,95.39 ,94.66 ,103.51 ,94.86 ,92.90 ,109.04 ,107.06 ,104.53 ,103.56 ,105.06 ,110.80 ,119.82 ,126.46 ,122.43 ,125.70 ,121.69 ,131.50 ,133.39 ,135.66 ,142.74 ,138.48 ,135.63 ,144.21 ,142.49 ,147.76 ,147.09 ,156.55 ,153.31 ,151.30 ,160.05 ,162.92 ,164.82 ,169.05 ,162.98 ,173.28 ,171.45 ,179.14 ,177.11 ,173.62 ,178.14 ,180.91 ,186.89 ,188.44 ,193.97 ,185.48 ,192.21 ,189.46 ,200.36 ,196.74 ,186.02 ,199.05 ,195.72 ,203.26 ,202.71 ,208.83 ,209.32 ,208.11 ,209.94 ,214.37 ,213.32 ,219.11 ,213.86 ,217.17 ,218.56 ,215.85 ,223.39 ,211.98 ,230.72 ,222.31 ,225.07 ,236.77 ,230.04 ,236.14 ,227.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
