35.62653563,64.028
30.71253071,36.184
30.90909091,40.784
31.10565111,49.588
31.4004914,61.628
31.4004914,62.524
31.4987715,64.684
31.89189189,84.112
31.79361179,89.972
32.28501229,87.804
31.4987715,90.268
32.48157248,117.312
32.18673219,128.616
32.77641278,138.94
32.77641278,144.58
32.67813268,146.744
32.48157248,156.24
32.77641278,165.14
32.77641278,166.768
32.77641278,163.752
32.18673219,177.728
32.18673219,194.744
32.48157248,211.132
32.48157248,224.356
32.67813268,226.632
32.77641278,222.108
32.77641278,234.16
32.67813268,226.796
32.97297297,233.328
32.77641278,232.116
